job_title,company,location,post_date,seniority_level,skills,salary
Software Engineer,TalentPlug LLC,"Springfield, VA",25/12/2023,Mid senior,"Python, TypeScript, JavaScript, SQL, REST APIs, Web frameworks, Node.js, Fastify, Aiohttp, Relational databases, Docker containers, Unit testing, Integration testing, Servers, Atlassian Tool Suite, JIRA, Confluence, Bitbucket, Agile methodologies, Kubernetes, NumPy, Pandas, Scikitlearn, Oracle, Gitlab, Jenkins, Machine learning, CI/CD pipelines",315009.9455
Software Engineer,"Rite-Solutions, Inc.","Dahlgren, VA",25/12/2023,Mid senior,"Software Development, Web Development, Git, VMware, vCenter, VSCode, HTML, CSS, Python, Django, Bash, UNIX, Docker, Containerization, Frontend Development, Backend Development, Version Control, ProblemSolving, Attention to Detail, Communication, Teamwork, SDLC, Virtualization, RESTful Web Services, APIs, Database Systems, PostgreSQL, MySQL, MongoDB, MariaDB, Python Modules, Celery, Pandas, NumPy, PowerShell, PowerCLI",226475.42
Software Engineer,"Delectus, Leader in Executive Search, Staffing and HR Consulting Solutions","Washington, DC",25/12/2023,Mid senior,"Software Design, Android Development, Python, C, Git, Cyber Challenges, Debugging, Version Control, COTS and GOTS Tools, Software Documentation, RealTime Cyber Challenges",297453.2705
Software Engineer,Procession Systems,Washington DC-Baltimore Area,25/12/2023,Mid senior,"Software Engineering, Software Development, Java, Python, C++, Angular, Node.js, React, Vue.js",297453.2705
Software Quality Assurance Engineer/Tester (Static Code Review),Fusion Technology LLC,"Washington, DC",25/12/2023,Mid senior,"Software Quality Assurance, Static Code Review, Public Trust clearance, Department of Homeland Security (DHS) suitability, U.S. citizenship, Code Review, Software Testing, Test Plans, Troubleshooting, Performance Evaluations, Project Management, Technical Expertise, Software Supervision, Bad Coding Detection, Vulnerability Detection, Security Flaw Detection, Source Code Analysis",298800.4105
Software Test Engineer,"RecruitTalent, LLC.","Springfield, VA",25/12/2023,Mid senior,"Software Testing, Agile Software Development, Test Case Design, Test Case Execution, Test Automation, Test Result Analysis, Defect Management, Linux Administration, Docker, OpenShift, Bash, CSS, Java, JavaScript, PHP, Python, SQL, XML, Indexing/Search Technologies",316357.0855
Senior Software Engineer (Full Stack),b.well Connected Health,Washington DC-Baltimore Area,25/12/2023,Mid senior,"Typescript, Python, React, Angular, NestJS, Flask, FastAPI, MySQL, MongoDB, Jenkins, Docker, Kubernetes, GitHub, Datadog, AWS, Oauth2, SAML, SSO, Auth0, Ping, Okta, HL7, FHIR, RabbitMq, Kafka",298800.4105
Senior Software Engineer (Python),Garner Health,"Washington, DC",25/12/2023,Mid senior,"Python, AWS, NATS, Terraform, Postgres, ElasticSearch, Redshift, SnowFlake, SQL, Data warehousing, PostgreSQL, Agile, APIs, Distributed eventdriven architectures, Computer Science",298800.4105
Software Engineer or Senior Software Engineer - Remote | WFH,Get It Recruit - Information Technology,"Washington, DC",25/12/2023,Mid senior,"Software Engineering, FullStack Development, Agile Development, RESTful APIs, Web Applications, Cloud Computing, Azure, Docker, .NET, C#, SQL, Angular, Entity Framework Core, Git, Data Processing, Machine Learning, Blockchain, Carbon Markets, Sustainable Development",298800.4105
Software Quality Assurance Engineer,National Funding,Washington DC-Baltimore Area,25/12/2023,Mid senior,"Software Quality Assurance, WordPress, API Testing, Test Plans, Frontend Testing, Backend Testing, Regression Testing, Continuous Integration, Automated Testing, UI Testing, Test Scenarios, Test Cases, Acceptance Criteria, Performance Testing, Reliability Testing, Bug Tracking, Defect Management, Agile Development, Fastpaced Environment, Postman, Technical Writing, QA Process Improvement, Communication, Collaboration",298800.4105
Senior Software Engineer (Front End),CoStar Group,"Washington, DC",25/12/2023,Mid senior,"React, Angular Framework, Typescript, JavaScript, C#, .NET Framework, SQL Server, Web API, REST, Agile, Data modeling, SQL, Communication skills, Conceptual design, Logical design, Physical design",298800.4105
"Software Engineer, Full-Stack (Quality Tools)",Grammarly,"Washington, DC",25/12/2023,Mid senior,"Python, AWS, Azure, GCE, Machine learning, Data analysis, Natural language processing, backend systems, Program evaluation, System evaluation, A/B testing, Data pipelines",298800.4105
Senior Software Engineer,Arc XP,"Washington, DC",25/12/2023,Mid senior,"JavaScript, TypeScript, Agile development, AWS, Containers, NoSQL, SQL, Unit testing, Peer review, Observability, System design, Problemsolving, Collaboration, Asynchronous programming, Distributed systems, Debugging, Incident resolution, RCA (root cause analysis), Security best practices, Software design, Web services, Tradeoffs, Design patterns",298800.4105
Software Engineer,Crawford Thomas Recruiting,"Bonita Springs, FL",25/12/2023,Associate,"Software Engineering, Firmware Development, Embedded Systems, Source Control, Issue Tracking, C Programming, C#, Python, Data Analysis, Microcontrollers, TI Development Tools, Code Composer, C2000 Series, Automotive Industry Best Practices, Software Engineering Best Practices, Coding Standards, Code Review, Testing, Circuit Analysis",341350.785
Master Software Engineer - Tech Lead,Kingland,"Fort Myers, FL",25/12/2023,Mid senior,"React.js, TypeScript, Vue.js, Node.js, Next.js, JavaScript, HTML, CSS, Unit tests, Serverside rendering, Clientside rendering, Web Apps, API Engineering, RESTful APIs, Web Components, Big Data, Machine Learning, Security, Automation tools, Virtualization, Machine learningbased testing, Parallelization, Accessibility, Usability, Inclusivity, Responsive UI",327636.0967
Senior software development engineer,Cpl Life Sciences,"Brighton, England, United Kingdom",25/12/2023,Mid senior,"C/C++/C# programming, OOP, MSVC, Win32 API, Doxygen, Python 3.7+, Team player, English proficiency, Bitbucket+Git version control systems, Data transmitting interfaces, Cross platform development tools, Boost, OpenCV image processing library, Multithreaded application development, MATLAB, LAMP stack, Unit testing, Jira, Confluence",304765.4874
Principal Software Engineer T24,Energy Jobline,"Horsham, England, United Kingdom",25/12/2023,Mid senior,"Software Design, Software Development, T24, Continuous Delivery, Agile Development, Requirements Gathering, User Story Writing, Delivery Workflow, SWIFT, Customization, Temenos Integration Framework, IRIS, Jboss, Core Java, Oracle Database",304765.4874
Senior Software Development Engineer,Elekta,"Crawley, England, United Kingdom",25/12/2023,Mid senior,"Software Engineering, Full Stack Development, Agile Software Development, Scrum, XP, TDD, UML, SQL, C#, Visual C++, CI/CD, Automated Testing, Unit Testing, Integration Testing, Functional Testing, Performance Testing, ObjectOriented Design, User Interface Design, Relational Databases, Safety Critical Systems, ClientServer Applications",277115.76
macOS Software Engineer,Stratospherec Limited,"Horsham, England, United Kingdom",25/12/2023,Mid senior,"Swift, ObjectiveC, C#, C/C++, .Net, macOS, OOP, Git, Version control, Testing frameworks, macOS system extension, Unit testing, macOS security, Apple ecosystem",304765.4874
Senior Cloud Software / 2nd Line Service Engineer,Flexibility Matters,"Burgess Hill, England, United Kingdom",25/12/2023,Mid senior,"Microsoft 365, Microsoft Azure, Windows 711, Windows Server Operating Systems, Cloud Backup Solutions, StorageCraft, Acronis, Azure Backup and Replication, Networking, Routing, VPNs, Exchange Hybrid, SaaS, Iaas, PaaS, VOIP Solutions, MS SQL Server, VMWare, HyperV",277115.76
Senior Software Engineer (Test),Platform Recruitment,"Crawley, England, United Kingdom",25/12/2023,Mid senior,"C#, .NET, Refactoring, Test Automation, DevOps, Software Engineering",277115.76
Senior Software Engineer (Test),Energy Jobline,"Crawley, England, United Kingdom",25/12/2023,Mid senior,"C#, .NET, .NET Framework, Test Automation Framework, DevOps, Databases, Computer Science, STEM",277115.76
Lead Software Engineer,Matchtech,"Burgess Hill, England, United Kingdom",25/12/2023,Mid senior,"Software design, Programming, Development, Microcontrollers, Edge devices, Lab test equipment, Signal conditioning, Software development lifecycle (SDLC), Version control: GIT / SVN, Embedded software development, C/C++, Bare metal, RTOS, Motor control methods, PM synchronous motors, Induction motors, Classical control theory, Realtime control implementation, MATLAB, Simulink, Simscape, Serial protocols, I2C, SPI, CAN, RS485, Modbus, CANopen, CIA profiles",277115.76
Senior Embedded Software Engineer,Holt Executive Ltd,"South Stoke, England, United Kingdom",25/12/2023,Mid senior,"Embedded Software, Windows, C/C++, Motion Control, Digital Signal Processing, STM32 Processors, Keil uVision, Serial Communications, Analogue Interfacing, Source Control, Jira, Confluence, Unit Testing Tools, Static Code Analysis, Motor Control",304765.4874
Technical Architect - Software (Mid-Senior Level),ERM,"Horsham, England, United Kingdom",25/12/2023,Mid senior,"Software architecture, Cloud computing, Microservices, Agile methodology, Software engineering, Software development, System analysis, Performance tuning, Code review, Problemsolving, Analytical thinking, Leadership, Communication, JIRA, Trello, Git, Terraform, CDK, CloudFormation, Python, JavaScript, TypeScript, AWS, Azure, GCP",304765.4874
Principal Software Engineer - Embedded,Servomex,"Crowborough, England, United Kingdom",25/12/2023,Mid senior,"Modern C++, C & Python, Groovy, Lua, Assembler, Rust, Windows, QNX, ThreadX, FreeRTOS, CI/CD systems, Software development practices, Software development standards, Device drivers, Middleware, Applications, Communication interfaces, Databases, Signal processing, Gas sensing, Chromatography, Computer Science, Software Engineering",277115.76
Distributed Systems Software Engineer INSHUR (UK),INSHUR,"Brighton, England, United Kingdom",25/12/2023,Mid senior,"Java, Golang, Kotlin, Typescript, Python, Kubernetes, Apache Kafka, Apache Pubsub, Google Cloud Platform, AWS, Azure, Google Cloud Storage, MongoDB, Cassandra, ElasticSearch, Kubernetes, Docker, Jenkins, Argo, Helm, Terrform, AWS Cognito, AWS Lambda, AWS Step Functions, Jira, Confluence, Slack, Microsoft Teams, Zoom, Google Meet, Git, GitHub, Gerrit, Pull Request, Code Review, Continuous Integration, Continuous Delivery",304765.4874
Lead Software Development Engineer in Test,Elekta,"Crawley, England, United Kingdom",25/12/2023,Mid senior,"C#, .NET, Automated testing, API testing, Integration testing, UI testing, Agile, DevOps, CI/CD, Docker, Kubernetes, Azure DevOps, GIT, ISTQB, iSEB",277115.76
Senior Software Test Engineer - C# .Net,Redline Group Ltd,"East Sussex, England, United Kingdom",25/12/2023,Mid senior,"ISTQB, C#, .Net, Entity Framework, SQL Server, WPF, Windows, ObjectRelational Mapping (ORM), Databases",277115.76
Senior Software Engineer,Tiger Resourcing Group,"Crowborough, England, United Kingdom",25/12/2023,Mid senior,"Java, C++, ASP.NET, Entity Framework, LINQ, SQL Server, .NET Framework, Git, Agile, Kanban, Scrum, MVC, Table Adapter, jQuery, Threading, Asynchronous Programming, Web API, JavaScript Framework, Vue.js, React, Angular, Jira, Financial Systems",277115.76
"Senior Software Engineer, React and Node.js - Remote",RubyLaw,"New York, NY",25/12/2023,Mid senior,"JavaScript, HTML5, CSS3, Node.js, React.js, Redux, Webpack, Babel/ES6, Sass, Elasticsearch, Couchbase, Frontend web development, React programming",295084.9293
Senior Software Engineer,Wagmo,"New York, NY",25/12/2023,Mid senior,"Python, Golang, Javascript, React, Next.js, Flutter, Google Cloud, Kubernetes, Software design, Software development, Software implementation, Communication, Problem solving, Mentoring, Guidance",295084.9293
Software Developer / Senior Software Developer,Stony Brook University,"Stony Brook, NY",25/12/2023,Associate,"Software Development, Software Engineering, Java, C++, Python, C#, Oracle, SQL, ERP Systems, HR Information Systems, Web Services, Integration Broker, REST API, XML, JSON, Jira, OOAD, Software Testing, Agile, Scrum, DevOps, Cloud Computing, Data Integration, System Analysis and Design, Report Development, Data Security, Data Privacy",279164.7025
"Firmware Engineer II, Embedded Software",ASSA ABLOY Group,"New Haven, CT",25/12/2023,Associate,"Embedded systems, Firmware development, Zigbee, WiFi, Network technologies, Digital Door Lock, Agile, Embedded C, RTOS, Git, Jira, I2c, SPI, UART, Code size optimizations, Execution speed, Memory usage, Task scheduler, Interrupt controlling, Exception handling, Power management",197406.92
Senior Backend Software Engineer/Microservices,Harris Allied,"Stamford, CT",25/12/2023,Associate,"Python, Microservices, AWS Serverless Architectures, MySQL, TypeScript, React, GraphQL, GitHub, Cloud, DevOps, CI/CD, System Architecture, Code Design, Automation, Software Delivery, Resource Management, Serverless, Coding, Mentoring, Databases",324228.96
Senior Software Engineer,FIA Tech,"Fairfield County, CT",25/12/2023,Mid senior,"Software Development, C#, IIS, MVC, SQL Server, .NET Framework, .NET Core, Angular, JavaScript, HTML5, CSS, Ntier Web Architectures, Multithreading, SQL Databases, RESTful Services, Message Queues, IoC, SOLID Principles, Distributed Systems Concepts, Written and Oral Communication",199822.38
Senior Software Engineer (Full stack/Back end),Jobs for Humanity,"New Haven, CT",25/12/2023,Mid senior,"Software Engineering, Agile, AWS, Python, JavaScript, Java, TypeScript, Go, Computer Networking, Cloud Operations, Cloud Architect, Cloud Services, Data, Collaborative Development, Full Stack Development",199822.38
"Senior Software Engineer, Back End",Jobs for Humanity,"New Haven, CT",25/12/2023,Mid senior,"Java, Python, SQL, Node, Go, Scala, Opensource databases, Container orchestration services, AWS tools and services, Cloud services (AWS GCP Azure), Agile, Mentoring",199822.38
"Senior Software Engineer, Back End (Java)",Jobs for Humanity,"New Haven, CT",25/12/2023,Mid senior,"Java, Scala, Python, Go, Node.js, SQL, AWS, GCP, Azure, Container orchestration services, Opensource databases, Agile, Fullstack development",199822.38
